Type: Dichroic
Name: FF444/520/590-Di01
Typical Measured Spectrum of Semrock FF444/520/590-Di01 Optical Filter	
For wavelengths between 320 and 1120 nm, values near or below 3e-7 (Optical Density 6.5) are measurement noise limited.
For wavelengths < 320 nm and > 1120 nm, values near or below 3e-6 (Optical Density 5.5) are measurement noise limited. 
Data format:  Wavelength (nm) <tab> Transmission (0 to 1)
897.6,0.11037
897.8,0.1099
898.0,0.10944
898.2,0.10881
898.4,0.10824
898.6,0.10786
898.8,0.10774
899.0,0.10751
899.2,0.10721
899.4,0.10693
899.6,0.10667
899.8,0.10639
900.0,0.10596
900.2,0.10548
900.4,0.10538
900.6,0.10504
900.8,0.10469
901.0,0.10444
901.2,0.10432
901.4,0.10438
901.6,0.10391
901.8,0.10331
902.0,0.10284
902.2,0.10264
902.4,0.10223
902.6,0.10173
902.8,0.10161
903.0,0.10149
903.2,0.10141
903.4,0.10129
903.6,0.10076
903.8,0.10045
904.0,0.1001
904.2,0.09957
904.4,0.09903
904.6,0.09857
904.8,0.0984
905.0,0.09854
905.2,0.09855
905.4,0.09844
905.6,0.0983
905.8,0.09811
906.0,0.0978
906.2,0.09765
906.4,0.09758
906.6,0.09768
906.8,0.09744
907.0,0.09726
907.2,0.09705
907.4,0.09669
907.6,0.09639
907.8,0.0961
908.0,0.09597
908.2,0.09602
908.4,0.09613
908.6,0.09629
908.8,0.09653
909.0,0.09625
909.2,0.09598
909.4,0.09576
909.6,0.09579
909.8,0.09571
910.0,0.09553
910.2,0.0956
910.4,0.09573
910.6,0.09584
910.8,0.09626
911.0,0.0963
911.2,0.09645
911.4,0.09653
911.6,0.0966
911.8,0.09698
912.0,0.09744
912.2,0.09751
912.4,0.09725
912.6,0.09742
912.8,0.09797
913.0,0.09841
913.2,0.09884
913.4,0.09874
913.6,0.09857
913.8,0.09928
914.0,0.10022
914.2,0.10104
914.4,0.1012
914.6,0.10168
914.8,0.10248
915.0,0.10337
915.2,0.104
915.4,0.10492
915.6,0.10564
915.8,0.10594
916.0,0.10651
916.2,0.10766
916.4,0.10873
916.6,0.10985
916.8,0.1111
917.0,0.11228
917.2,0.11321
917.4,0.11423
917.6,0.11552
917.8,0.11705
918.0,0.11866
918.2,0.11977
918.4,0.12056
918.6,0.12199
918.8,0.12358
919.0,0.1252
919.2,0.12643
919.4,0.12799
919.6,0.1291
919.8,0.13021
920.0,0.13231
920.2,0.13444
920.4,0.1362
920.6,0.13801
920.8,0.13989
921.0,0.14206
921.2,0.14402
921.4,0.14562
921.6,0.14772
921.8,0.15028
922.0,0.15306
922.2,0.15599
922.4,0.15837
922.6,0.16074
922.8,0.16329
923.0,0.16542
923.2,0.16808
923.4,0.17115
923.6,0.17379
923.8,0.17668
924.0,0.17944
924.2,0.18213
924.4,0.18567
924.6,0.18906
924.8,0.19313
925.0,0.19741
925.2,0.20118
925.4,0.20466
925.6,0.20827
925.8,0.21224
926.0,0.21646
926.2,0.22095
926.4,0.22499
926.6,0.22835
926.8,0.23241
927.0,0.23676
927.2,0.24106
927.4,0.24571
927.6,0.2505
927.8,0.25484
928.0,0.25913
928.2,0.26333
928.4,0.26902
928.6,0.27437
928.8,0.28039
929.0,0.28641
929.2,0.29154
929.4,0.29661
929.6,0.30176
929.8,0.30741
930.0,0.31316
930.2,0.31959
930.4,0.32616
930.6,0.33139
930.8,0.33708
931.0,0.34242
931.2,0.34749
931.4,0.35275
931.6,0.35819
931.8,0.36426
932.0,0.36995
932.2,0.37563
932.4,0.38076
932.6,0.38667
932.8,0.39282
933.0,0.39861
933.2,0.40283
933.4,0.40573
933.6,0.41143
933.8,0.41752
934.0,0.42287
934.2,0.42762
934.4,0.4307
934.6,0.43287
934.8,0.4377
935.0,0.44147
935.2,0.44426
935.4,0.44869
935.6,0.45458
935.8,0.459
936.0,0.46328
936.2,0.46625
936.4,0.46838
936.6,0.46885
936.8,0.46988
937.0,0.47126
937.2,0.47117
937.4,0.47262
937.6,0.47647
937.8,0.47843
938.0,0.47927
938.2,0.47953
938.4,0.48035
938.6,0.48229
938.8,0.48177
939.0,0.47924
939.2,0.47719
939.4,0.47592
939.6,0.47649
939.8,0.47648
940.0,0.4753
940.2,0.4756
940.4,0.47485
940.6,0.47271
940.8,0.4715
941.0,0.47147
941.2,0.4719
941.4,0.4719
941.6,0.46964
941.8,0.46955
942.0,0.47025
942.2,0.47036
942.4,0.46999
942.6,0.46999
942.8,0.46921
943.0,0.46855
943.2,0.46869
943.4,0.46963
943.6,0.47063
943.8,0.4712
944.0,0.47183
944.2,0.4713
944.4,0.47256
944.6,0.47321
944.8,0.47331
945.0,0.47445
945.2,0.47568
945.4,0.4767
945.6,0.47732
945.8,0.4798
946.0,0.48369
946.2,0.48733
946.4,0.49205
946.6,0.49828
946.8,0.50099
947.0,0.50253
947.2,0.50583
947.4,0.51099
947.6,0.51739
947.8,0.5241
948.0,0.52913
948.2,0.53304
948.4,0.53903
948.6,0.54782
948.8,0.55567
949.0,0.56163
949.2,0.56752
949.4,0.57475
949.6,0.58158
949.8,0.58806
950.0,0.59452
950.2,0.60195
950.4,0.61079
950.6,0.61831
950.8,0.62638
951.0,0.63382
951.2,0.64005
951.4,0.64694
951.6,0.65244
951.8,0.65682
952.0,0.65973
952.2,0.66293
952.4,0.66738
952.6,0.67362
952.8,0.6785
953.0,0.68343
953.2,0.68736
953.4,0.69008
953.6,0.69265
953.8,0.69471
954.0,0.69555
954.2,0.69758
954.4,0.69956
954.6,0.69821
954.8,0.6969
955.0,0.69576
955.2,0.69437
955.4,0.69301
955.6,0.69123
955.8,0.6899
956.0,0.6871
956.2,0.68391
956.4,0.68136
956.6,0.6776
956.8,0.67354
957.0,0.66976
957.2,0.66629
957.4,0.66188
957.6,0.65748
957.8,0.65354
958.0,0.65164
958.2,0.64853
958.4,0.64589
958.6,0.64255
958.8,0.63937
959.0,0.63624
959.2,0.63321
959.4,0.63071
959.6,0.62597
959.8,0.62388
960.0,0.62168
960.2,0.61964
960.4,0.61668
960.6,0.61449
960.8,0.61451
961.0,0.6129
961.2,0.61059
961.4,0.60873
961.6,0.60456
961.8,0.60293
962.0,0.60194
962.2,0.60162
962.4,0.60246
962.6,0.60126
962.8,0.60005
963.0,0.59787
963.2,0.59595
963.4,0.5969
963.6,0.5969
963.8,0.59669
964.0,0.59753
964.2,0.59896
964.4,0.60131
964.6,0.60321
964.8,0.604
965.0,0.60291
965.2,0.60052
965.4,0.59956
965.6,0.6018
965.8,0.60543
966.0,0.61046
966.2,0.61333
966.4,0.61527
966.6,0.61681
966.8,0.6187
967.0,0.62058
967.2,0.62201
967.4,0.62445
967.6,0.62711
967.8,0.62917
968.0,0.63102
968.2,0.63148
968.4,0.632
968.6,0.63512
968.8,0.63698
969.0,0.63844
969.2,0.64055
969.4,0.64296
969.6,0.64543
969.8,0.64708
970.0,0.65066
970.2,0.65364
970.4,0.65662
970.6,0.66013
970.8,0.66347
971.0,0.66594
971.2,0.66814
971.4,0.67001
971.6,0.67001
971.8,0.67236
972.0,0.67376
972.2,0.67366
972.4,0.67616
972.6,0.67897
972.8,0.68066
973.0,0.68025
973.2,0.68104
973.4,0.68214
973.6,0.68454
973.8,0.68759
974.0,0.69077
974.2,0.69393
974.4,0.69667
974.6,0.70075
974.8,0.70507
975.0,0.70712
975.2,0.70912
975.4,0.71004
975.6,0.71132
975.8,0.71322
976.0,0.71409
976.2,0.71457
976.4,0.71695
976.6,0.71929
976.8,0.72083
977.0,0.7202
977.2,0.72148
977.4,0.72524
977.6,0.72874
977.8,0.73033
978.0,0.73008
978.2,0.73048
978.4,0.73273
978.6,0.73599
978.8,0.73925
979.0,0.74064
979.2,0.74176
979.4,0.7421
979.6,0.74129
979.8,0.74485
980.0,0.74662
980.2,0.74934
980.4,0.75105
980.6,0.7548
980.8,0.75788
981.0,0.75677
981.2,0.75696
981.4,0.75827
981.6,0.75783
981.8,0.7568
982.0,0.75754
982.2,0.75918
982.4,0.76078
982.6,0.76319
982.8,0.76644
983.0,0.76781
983.2,0.76673
983.4,0.76609
983.6,0.76622
983.8,0.76703
984.0,0.76702
984.2,0.76842
984.4,0.76939
984.6,0.76828
984.8,0.76701
985.0,0.7649
985.2,0.76397
985.4,0.76191
985.6,0.76087
985.8,0.76153
986.0,0.75953
986.2,0.75667
986.4,0.75551
986.6,0.75242
986.8,0.75046
987.0,0.74824
987.2,0.74385
987.4,0.74036
987.6,0.73664
987.8,0.73342
988.0,0.73014
988.2,0.72683
988.4,0.72505
988.6,0.72285
988.8,0.72101
989.0,0.71803
989.2,0.71436
989.4,0.71076
989.6,0.70607
989.8,0.7043
990.0,0.70263
990.2,0.69848
990.4,0.69479
990.6,0.68957
990.8,0.68598
991.0,0.68122
991.2,0.67479
991.4,0.67119
991.6,0.66839
991.8,0.66615
992.0,0.66345
992.2,0.6577
992.4,0.65111
992.6,0.64602
992.8,0.64274
993.0,0.64026
993.2,0.63765
993.4,0.6346
993.6,0.63162
993.8,0.62707
994.0,0.62451
994.2,0.6223
994.4,0.61885
994.6,0.61434
994.8,0.60996
995.0,0.607
995.2,0.60424
995.4,0.60141
995.6,0.5968
995.8,0.59349
996.0,0.59159
996.2,0.58925
996.4,0.58717
996.6,0.58529
996.8,0.58162
997.0,0.57917
997.2,0.5773
997.4,0.57463
997.6,0.57322
997.8,0.57034
998.0,0.56812
998.2,0.56513
998.4,0.56012
998.6,0.55521
998.8,0.55371
999.0,0.55327
999.2,0.55243
999.4,0.55228
999.6,0.55151
999.8,0.54977
1000.0,0.54897
1000.2,0.54804
1000.4,0.5459
1000.6,0.54345
1000.8,0.5415
1001.0,0.53965
1001.2,0.53938
1001.4,0.53887
1001.6,0.53796
1001.8,0.53685
1002.0,0.53601
1002.2,0.53437
1002.4,0.53244
1002.6,0.53162
1002.8,0.53159
1003.0,0.53157
1003.2,0.53116
1003.4,0.53136
1003.6,0.532
1003.8,0.53226
1004.0,0.53077
1004.2,0.53057
1004.4,0.53171
1004.6,0.5332
1004.8,0.5336
1005.0,0.5335
1005.2,0.53304
1005.4,0.53341
1005.6,0.53376
1005.8,0.5343
1006.0,0.53559
1006.2,0.5365
1006.4,0.53737
1006.6,0.53725
1006.8,0.53573
1007.0,0.53501
1007.2,0.5348
1007.4,0.53575
1007.6,0.53696
1007.8,0.53732
1008.0,0.5379
1008.2,0.53912
1008.4,0.54034
1008.6,0.54127
1008.8,0.54292
1009.0,0.54502
1009.2,0.54609
1009.4,0.54723
1009.6,0.54794
1009.8,0.54837
1010.0,0.54893
1010.2,0.54948
1010.4,0.55145
1010.6,0.55352
1010.8,0.55456
1011.0,0.55594
1011.2,0.55856
1011.4,0.55929
1011.6,0.55921
1011.8,0.56027
1012.0,0.56262
1012.2,0.56616
1012.4,0.56786
1012.6,0.56954
1012.8,0.57154
1013.0,0.57379
1013.2,0.57513
1013.4,0.57593
1013.6,0.57871
1013.8,0.58203
1014.0,0.58544
1014.2,0.58826
1014.4,0.58894
1014.6,0.5885
1014.8,0.58895
1015.0,0.59097
1015.2,0.59416
1015.4,0.59596
1015.6,0.59671
1015.8,0.59827
1016.0,0.60075
1016.2,0.60253
1016.4,0.60391
1016.6,0.60727
1016.8,0.61026
1017.0,0.61227
1017.2,0.6149
1017.4,0.61805
1017.6,0.62068
1017.8,0.62246
1018.0,0.62562
1018.2,0.62773
1018.4,0.63106
1018.6,0.63293
1018.8,0.63505
1019.0,0.63597
1019.2,0.63812
1019.4,0.64214
1019.6,0.64431
1019.8,0.6453
1020.0,0.6481
1020.2,0.65035
1020.4,0.65107
1020.6,0.65351
1020.8,0.6573
1021.0,0.65871
1021.2,0.65911
1021.4,0.65977
1021.6,0.66285
1021.8,0.66438
1022.0,0.6679
1022.2,0.67101
1022.4,0.67266
1022.6,0.67522
1022.8,0.67715
1023.0,0.67931
1023.2,0.6827
1023.4,0.6842
1023.6,0.68512
1023.8,0.68658
1024.0,0.68951
1024.2,0.69189
1024.4,0.69472
1024.6,0.6992
1024.8,0.7019
1025.0,0.70418
1025.2,0.70679
1025.4,0.70879
1025.6,0.71174
1025.8,0.71562
1026.0,0.71888
1026.2,0.72144
1026.4,0.72355
1026.6,0.72785
1026.8,0.72941
1027.0,0.73291
1027.2,0.73475
1027.4,0.73516
1027.6,0.73554
1027.8,0.73598
1028.0,0.73813
1028.2,0.74097
1028.4,0.74488
1028.6,0.74628
1028.8,0.7478
1029.0,0.74865
1029.2,0.74802
1029.4,0.74953
1029.6,0.75172
1029.8,0.75586
1030.0,0.75773
1030.2,0.75843
1030.4,0.75913
1030.6,0.76001
1030.8,0.762
1031.0,0.76517
1031.2,0.76687
1031.4,0.76805
1031.6,0.76993
1031.8,0.76952
1032.0,0.77023
1032.2,0.77019
1032.4,0.77174
1032.6,0.77468
1032.8,0.77383
1033.0,0.77648
1033.2,0.78037
1033.4,0.78128
1033.6,0.78444
1033.8,0.78707
1034.0,0.78926
1034.2,0.79132
1034.4,0.79196
1034.6,0.7936
1034.8,0.79508
1035.0,0.796
1035.2,0.79661
1035.4,0.79855
1035.6,0.79857
1035.8,0.80004
1036.0,0.80122
1036.2,0.80152
1036.4,0.80117
1036.6,0.80248
1036.8,0.80289
1037.0,0.80634
1037.2,0.80764
1037.4,0.8056
1037.6,0.80373
1037.8,0.80502
1038.0,0.80716
1038.2,0.80423
1038.4,0.80592
1038.6,0.80711
1038.8,0.81035
1039.0,0.81211
1039.2,0.81291
1039.4,0.81538
1039.6,0.81576
1039.8,0.81772
1040.0,0.81903
1040.2,0.81873
1040.4,0.818
1040.6,0.81687
1040.8,0.81721
1041.0,0.81435
1041.2,0.81246
1041.4,0.81144
1041.6,0.81226
1041.8,0.81311
1042.0,0.81419
1042.2,0.81325
1042.4,0.81248
1042.6,0.81303
1042.8,0.81344
1043.0,0.81432
1043.2,0.81246
1043.4,0.81511
1043.6,0.81554
1043.8,0.81494
1044.0,0.81643
1044.2,0.81639
1044.4,0.81652
1044.6,0.81565
1044.8,0.81695
1045.0,0.82008
1045.2,0.82086
1045.4,0.82137
1045.6,0.8206
1045.8,0.81959
1046.0,0.81618
1046.2,0.81506
1046.4,0.81622
1046.6,0.81586
1046.8,0.81345
1047.0,0.81297
1047.2,0.81213
1047.4,0.81289
1047.6,0.81269
1047.8,0.81131
1048.0,0.80919
1048.2,0.8076
1048.4,0.80685
1048.6,0.80579
1048.8,0.80506
1049.0,0.80577
1049.2,0.80385
1049.4,0.80134
1049.6,0.79959
1049.8,0.79802
1050.0,0.79525
1050.2,0.79259
1050.4,0.79262
1050.6,0.79291
1050.8,0.79302
1051.0,0.79201
1051.2,0.79308
1051.4,0.79273
1051.6,0.79083
1051.8,0.78845
1052.0,0.78495
1052.2,0.78371
1052.4,0.78225
1052.6,0.78015
1052.8,0.77815
1053.0,0.77637
1053.2,0.77423
1053.4,0.77461
1053.6,0.77391
1053.8,0.77086
1054.0,0.76943
1054.2,0.76766
1054.4,0.7661
1054.6,0.76373
1054.8,0.76326
1055.0,0.7603
1055.2,0.75882
1055.4,0.75444
1055.6,0.75163
1055.8,0.74913
1056.0,0.74614
1056.2,0.7421
1056.4,0.74156
1056.6,0.74084
1056.8,0.73755
1057.0,0.7369
1057.2,0.73392
1057.4,0.7321
1057.6,0.73182
1057.8,0.72963
1058.0,0.72744
1058.2,0.72367
1058.4,0.72199
1058.6,0.72149
1058.8,0.71968
1059.0,0.71583
1059.2,0.71369
1059.4,0.71064
1059.6,0.70845
1059.8,0.70543
1060.0,0.70379
1060.2,0.70125
1060.4,0.70017
1060.6,0.70024
1060.8,0.69961
1061.0,0.69755
1061.2,0.69703
1061.4,0.69336
1061.6,0.69043
1061.8,0.68783
1062.0,0.68615
1062.2,0.68373
1062.4,0.68104
1062.6,0.67905
1062.8,0.67644
1063.0,0.67233
1063.2,0.6731
1063.4,0.67173
1063.6,0.66811
1063.8,0.66578
1064.0,0.66402
1064.2,0.66153
1064.4,0.65832
1064.6,0.65536
1064.8,0.65215
1065.0,0.65021
1065.2,0.64809
1065.4,0.64848
1065.6,0.64657
1065.8,0.64577
1066.0,0.64445
1066.2,0.64343
1066.4,0.64313
1066.6,0.64002
1066.8,0.63662
1067.0,0.63595
1067.2,0.6358
1067.4,0.63264
1067.6,0.63269
1067.8,0.63079
1068.0,0.63002
1068.2,0.6289
1068.4,0.62643
1068.6,0.62248
1068.8,0.62078
1069.0,0.61981
1069.2,0.61776
1069.4,0.61717
1069.6,0.61741
1069.8,0.61707
1070.0,0.6163
1070.2,0.61397
1070.4,0.61178
1070.6,0.60657
1070.8,0.60499
1071.0,0.60291
1071.2,0.60017
1071.4,0.59907
1071.6,0.5989
1071.8,0.59859
1072.0,0.59903
1072.2,0.59784
1072.4,0.59733
1072.6,0.59593
1072.8,0.59358
1073.0,0.59408
1073.2,0.59493
1073.4,0.59548
1073.6,0.59559
1073.8,0.59558
1074.0,0.59416
1074.2,0.5948
1074.4,0.59426
1074.6,0.59106
1074.8,0.58898
1075.0,0.58666
1075.2,0.58626
1075.4,0.58558
1075.6,0.58659
1075.8,0.58563
1076.0,0.58633
1076.2,0.58519
1076.4,0.58549
1076.6,0.58623
1076.8,0.58623
1077.0,0.58414
1077.2,0.58424
1077.4,0.58496
1077.6,0.58334
1077.8,0.58417
1078.0,0.58566
1078.2,0.58629
1078.4,0.58502
1078.6,0.5846
1078.8,0.58612
1079.0,0.58455
1079.2,0.58386
1079.4,0.58385
1079.6,0.5851
1079.8,0.5851
1080.0,0.58608
1080.2,0.58689
1080.4,0.5872
1080.6,0.58723
1080.8,0.58788
1081.0,0.588
1081.2,0.58949
1081.4,0.5892
1081.6,0.59047
1081.8,0.59024
1082.0,0.5921
1082.2,0.59171
1082.4,0.59279
1082.6,0.59412
1082.8,0.59562
1083.0,0.59783
1083.2,0.59936
1083.4,0.60128
1083.6,0.60085
1083.8,0.60165
1084.0,0.60132
1084.2,0.60338
1084.4,0.60428
1084.6,0.60546
1084.8,0.60691
1085.0,0.60739
1085.2,0.60823
1085.4,0.60807
1085.6,0.60917
1085.8,0.60908
1086.0,0.61193
1086.2,0.61399
1086.4,0.61736
1086.6,0.61841
1086.8,0.61951
1087.0,0.62081
1087.2,0.61798
1087.4,0.62267
1087.6,0.62249
1087.8,0.62447
1088.0,0.62771
1088.2,0.62776
1088.4,0.62829
1088.6,0.63008
1088.8,0.63149
1089.0,0.63353
1089.2,0.63507
1089.4,0.63716
1089.6,0.63648
1089.8,0.63974
1090.0,0.6434
1090.2,0.6479
1090.4,0.64899
1090.6,0.65454
1090.8,0.65712
1091.0,0.6579
1091.2,0.66185
1091.4,0.66236
1091.6,0.66288
1091.8,0.66577
1092.0,0.66891
1092.2,0.66962
1092.4,0.6704
1092.6,0.67186
1092.8,0.675
1093.0,0.67631
1093.2,0.67947
1093.4,0.6831
1093.6,0.68459
1093.8,0.6885
1094.0,0.69031
1094.2,0.69392
1094.4,0.69534
1094.6,0.69515
1094.8,0.69795
1095.0,0.69763
1095.2,0.70267
1095.4,0.70528
1095.6,0.70666
1095.8,0.70702
1096.0,0.71003
1096.2,0.71234
1096.4,0.71519
1096.6,0.7168
1096.8,0.71982
1097.0,0.72208
1097.2,0.72443
1097.4,0.72754
1097.6,0.73184
1097.8,0.7348
1098.0,0.7371
1098.2,0.73646
1098.4,0.73938
1098.6,0.74449
1098.8,0.74202
1099.0,0.74658
1099.2,0.74879
1099.4,0.75209
1099.6,0.75671
1099.8,0.75806
1100.0,0.7633
1100.2,0.76667
1100.4,0.7704
1100.6,0.77375
1100.8,0.77781
1101.0,0.77858
1101.2,0.78357
1101.4,0.78489
1101.6,0.78853
1101.8,0.7898
1102.0,0.79119
1102.2,0.79296
1102.4,0.7955
1102.6,0.79957
1102.8,0.80495
1103.0,0.80575
1103.2,0.80679
1103.4,0.80975
1103.6,0.81592
1103.8,0.81545
1104.0,0.81599
1104.2,0.82037
1104.4,0.82071
1104.6,0.82673
1104.8,0.83182
1105.0,0.82953
1105.2,0.83464
1105.4,0.83626
1105.6,0.83681
1105.8,0.838
1106.0,0.83867
1106.2,0.84015
1106.4,0.84022
1106.6,0.83969
1106.8,0.84689
1107.0,0.84966
1107.2,0.85275
1107.4,0.85415
1107.6,0.85288
1107.8,0.85565
1108.0,0.85864
1108.2,0.856
1108.4,0.8595
1108.6,0.86161
1108.8,0.85968
1109.0,0.86275
1109.2,0.86586
1109.4,0.86449
1109.6,0.86422
1109.8,0.86481
1110.0,0.86597
1110.2,0.86851
1110.4,0.86957
1110.6,0.86948
1110.8,0.87038
1111.0,0.87368
1111.2,0.86842
1111.4,0.87251
1111.6,0.87033
1111.8,0.86726
1112.0,0.86882
1112.2,0.87
1112.4,0.86762
1112.6,0.86988
1112.8,0.87141
1113.0,0.86858
1113.2,0.87301
1113.4,0.86846
1113.6,0.87042
1113.8,0.87042
1114.0,0.86874
1114.2,0.86465
1114.4,0.86703
1114.6,0.8633
1114.8,0.86481
1115.0,0.86748
1115.2,0.86471
1115.4,0.86446
1115.6,0.86388
1115.8,0.86343
1116.0,0.86448
1116.2,0.86682
1116.4,0.86176
1116.6,0.85581
1116.8,0.85162
1117.0,0.85116
1117.2,0.8505
1117.4,0.84978
1117.6,0.84783
1117.8,0.84673
1118.0,0.85422
1118.2,0.84377
1118.4,0.83967
1118.6,0.8364
1118.8,0.83609
1119.0,0.83446
1119.2,0.82872
1119.4,0.83023
1119.6,0.82345
1119.8,0.82491
1120.0,0.82254
1120.2,0.82058
1120.4,0.81873
1120.6,0.81476
1120.8,0.81266
1121.0,0.83599
1121.2,0.8312
1121.4,0.82643
1121.6,0.82168
1121.8,0.81697
1122.0,0.81234
1122.2,0.8108
1122.4,0.80926
1122.6,0.80772
1122.8,0.80619
1123.0,0.80463
1123.2,0.80231
1123.4,0.8
1123.6,0.79769
1123.8,0.79538
1124.0,0.79307
1124.2,0.79048
1124.4,0.78789
1124.6,0.78532
1124.8,0.78275
1125.0,0.78017
1125.2,0.77611
1125.4,0.77207
1125.6,0.76805
1125.8,0.76405
1126.0,0.76012
1126.2,0.75791
1126.4,0.7557
1126.6,0.7535
1126.8,0.75131
1127.0,0.74904
1127.2,0.74519
1127.4,0.74135
1127.6,0.73754
1127.8,0.73375
1128.0,0.72996
1128.2,0.72593
1128.4,0.72193
1128.6,0.71794
1128.8,0.71398
1129.0,0.71008
1129.2,0.70774
1129.4,0.70541
1129.6,0.70309
1129.8,0.70078
1130.0,0.69842
1130.2,0.69517
1130.4,0.69194
1130.6,0.68872
1130.8,0.68552
1131.0,0.68233
1131.2,0.67915
1131.4,0.67598
1131.6,0.67283
1131.8,0.66969
1132.0,0.66657
1132.2,0.6637
1132.4,0.66083
1132.6,0.65798
1132.8,0.65514
1133.0,0.65234
1133.2,0.65012
1133.4,0.6479
1133.6,0.64569
1133.8,0.64349
1134.0,0.64129
1134.2,0.63877
1134.4,0.63626
1134.6,0.63376
1134.8,0.63127
1135.0,0.62879
1135.2,0.62642
1135.4,0.62406
1135.6,0.6217
1135.8,0.61936
1136.0,0.61703
1136.2,0.61552
1136.4,0.614
1136.6,0.61249
1136.8,0.61099
1137.0,0.60945
1137.2,0.60661
1137.4,0.60379
1137.6,0.60098
1137.8,0.59819
1138.0,0.59544
1138.2,0.59341
1138.4,0.59138
1138.6,0.58937
1138.8,0.58736
1139.0,0.58534
1139.2,0.58269
1139.4,0.58006
1139.6,0.57743
1139.8,0.57482
1140.0,0.57227
1140.2,0.57106
1140.4,0.56985
1140.6,0.56865
1140.8,0.56744
1141.0,0.56623
1141.2,0.56396
1141.4,0.5617
1141.6,0.55945
1141.8,0.55721
1142.0,0.55499
1142.2,0.55301
1142.4,0.55103
1142.6,0.54907
1142.8,0.54711
1143.0,0.54519
1143.2,0.54402
1143.4,0.54284
1143.6,0.54167
1143.8,0.54049
1144.0,0.53931
1144.2,0.53748
1144.4,0.53565
1144.6,0.53383
1144.8,0.53201
1145.0,0.53021
1145.2,0.52854
1145.4,0.52688
1145.6,0.52523
1145.8,0.52358
1146.0,0.52195
1146.2,0.5221
1146.4,0.52225
1146.6,0.5224
1146.8,0.52255
1147.0,0.52267
1147.2,0.5218
1147.4,0.52094
1147.6,0.52007
1147.8,0.5192
1148.0,0.51834
1148.2,0.51737
1148.4,0.51641
1148.6,0.51545
1148.8,0.51449
1149.0,0.51354
1149.2,0.51277
1149.4,0.51199
1149.6,0.51123
1149.8,0.51046
1150.0,0.50972
1150.2,0.50965
1150.4,0.50957
1150.6,0.50949
1150.8,0.50942
1151.0,0.50933
1151.2,0.50873
1151.4,0.50814
1151.6,0.50755
1151.8,0.50695
1152.0,0.50636
1152.2,0.50563
1152.4,0.50491
1152.6,0.50419
1152.8,0.50348
1153.0,0.50276
1153.2,0.50245
1153.4,0.50213
1153.6,0.50182
1153.8,0.50151
1154.0,0.50121
1154.2,0.5014
1154.4,0.50159
1154.6,0.50178
1154.8,0.50197
1155.0,0.50215
1155.2,0.50105
1155.4,0.49996
1155.6,0.49887
1155.8,0.49778
1156.0,0.49671
1156.2,0.49643
1156.4,0.49614
1156.6,0.49586
1156.8,0.49557
1157.0,0.49529
1157.2,0.495
1157.4,0.4947
1157.6,0.49441
1157.8,0.49412
1158.0,0.49382
1158.2,0.49324
1158.4,0.49266
1158.6,0.49208
1158.8,0.4915
1159.0,0.49092
1159.2,0.49034
1159.4,0.48975
1159.6,0.48917
1159.8,0.48859
1160.0,0.48803
1160.2,0.48835
1160.4,0.48866
1160.6,0.48898
1160.8,0.4893
1161.0,0.48961
1161.2,0.48979
1161.4,0.48996
1161.6,0.49014
1161.8,0.49032
1162.0,0.49049
1162.2,0.49054
1162.4,0.49059
1162.6,0.49064
1162.8,0.49069
1163.0,0.49073
1163.2,0.4907
1163.4,0.49066
1163.6,0.49063
1163.8,0.49059
1164.0,0.4906
1164.2,0.49162
1164.4,0.49263
1164.6,0.49365
1164.8,0.49467
1165.0,0.49568
1165.2,0.49614
1165.4,0.4966
1165.6,0.49706
1165.8,0.49752
1166.0,0.49798
1166.2,0.49833
1166.4,0.49868
1166.6,0.49903
1166.8,0.49938
1167.0,0.49974
1167.2,0.50024
1167.4,0.50075
1167.6,0.50125
1167.8,0.50176
1168.0,0.50227
1168.2,0.50291
1168.4,0.50356
1168.6,0.5042
1168.8,0.50484
1169.0,0.50541
1169.2,0.50448
1169.4,0.50355
1169.6,0.50263
1169.8,0.5017
1170.0,0.5008
1170.2,0.50091
1170.4,0.50102
1170.6,0.50113
1170.8,0.50124
1171.0,0.50136
1171.2,0.50177
1171.4,0.50217
1171.6,0.50258
1171.8,0.50299
1172.0,0.50338
1172.2,0.50336
1172.4,0.50334
1172.6,0.50332
1172.8,0.5033
1173.0,0.5033
1173.2,0.50423
1173.4,0.50517
1173.6,0.50611
1173.8,0.50705
1174.0,0.50797
1174.2,0.50803
1174.4,0.50809
1174.6,0.50814
1174.8,0.5082
1175.0,0.50827
1175.2,0.50864
1175.4,0.50901
1175.6,0.50938
1175.8,0.50975
1176.0,0.51012
1176.2,0.51024
1176.4,0.51035
1176.6,0.51047
1176.8,0.51059
1177.0,0.51071
1177.2,0.51099
1177.4,0.51127
1177.6,0.51154
1177.8,0.51182
1178.0,0.51207
1178.2,0.51177
1178.4,0.51147
1178.6,0.51117
1178.8,0.51087
1179.0,0.51058
1179.2,0.51126
1179.4,0.51193
1179.6,0.51261
1179.8,0.51329
1180.0,0.51394
1180.2,0.51361
1180.4,0.51328
1180.6,0.51295
1180.8,0.51262
1181.0,0.51233
1181.2,0.51301
1181.4,0.51369
1181.6,0.51437
1181.8,0.51505
1182.0,0.51573
1182.2,0.51633
1182.4,0.51692
1182.6,0.51752
1182.8,0.51812
1183.0,0.51871
1183.2,0.51945
1183.4,0.52018
1183.6,0.52091
1183.8,0.52165
1184.0,0.52238
