Type: Filter
Name: DV-EM-YFP.csv
wavelength,transmision
566.673769,0.045472
566.789086,0.037653
566.904402,0.031233
567.019718,0.026462
567.135035,0.021468
567.250351,0.019343
567.365668,0.017203
567.480984,0.014767
567.596301,0.013239
567.711617,0.013015
567.826933,0.011380
567.942250,0.011108
568.057566,0.011461
568.172883,0.012449
568.288199,0.011794
568.403515,0.010398
568.518832,0.010779
568.634148,0.010485
568.749465,0.011593
568.864781,0.013171
568.980098,0.013967
569.095414,0.015363
569.210730,0.017311
569.326047,0.017346
569.441363,0.017791
569.556680,0.019118
569.671996,0.020165
569.787313,0.019850
569.902629,0.020031
570.017945,0.019409
570.133262,0.019719
570.248578,0.019829
570.363895,0.019641
570.479211,0.019530
570.594528,0.019817
570.709844,0.019115
570.825160,0.019774
570.940477,0.020033
571.055793,0.020268
571.171110,0.020129
571.286426,0.019364
571.401743,0.019305
571.517059,0.020096
571.632375,0.018495
571.747692,0.018352
571.863008,0.018326
571.978325,0.018079
572.093641,0.017343
572.208957,0.017409
572.324274,0.017577
572.439590,0.017417
572.554907,0.015879
572.670223,0.014907
572.785540,0.013910
572.900856,0.012973
573.016172,0.014194
573.131489,0.014742
573.246805,0.014078
573.362122,0.013601
573.477438,0.013166
573.592755,0.012709
573.708071,0.014269
573.823387,0.013866
573.938704,0.012458
574.054020,0.010593
574.169337,0.011166
574.284653,0.011153
574.399970,0.010539
574.515286,0.010089
574.630602,0.012149
574.745919,0.012098
574.861235,0.011994
574.976552,0.012666
575.091868,0.012280
575.207185,0.011961
575.322501,0.011955
575.437817,0.010164
575.553134,0.009909
575.668450,0.010029
575.783767,0.009795
575.899083,0.011238
576.014400,0.010341
576.129716,0.010625
576.245032,0.008985
576.360349,0.009000
576.475665,0.008987
576.590982,0.009335
576.706298,0.008996
576.821614,0.008309
576.936931,0.008076
577.052247,0.007570
577.167564,0.008078
577.282880,0.006826
577.398197,0.006488
577.513513,0.007036
577.628829,0.007167
577.744146,0.007422
577.859462,0.008338
577.974779,0.009558
578.090095,0.009314
578.205412,0.009439
578.320728,0.009659
578.436044,0.009962
578.551361,0.010219
578.666677,0.010927
578.781994,0.012659
578.897310,0.012359
579.012627,0.012600
579.127943,0.013395
579.243259,0.014547
579.358576,0.014892
579.473892,0.015282
579.589209,0.013972
579.704525,0.013119
579.819842,0.012228
579.935158,0.012630
580.050474,0.011286
580.165791,0.013318
580.281107,0.011947
580.396424,0.012875
580.511740,0.012384
580.627056,0.013675
580.742373,0.013677
580.857689,0.013238
580.973006,0.012857
581.088322,0.013095
581.203639,0.012950
581.318955,0.013792
581.434271,0.013378
581.549588,0.012478
581.664904,0.011621
581.780221,0.010578
581.895537,0.011434
582.010854,0.010978
582.126170,0.012025
582.241486,0.011994
582.356803,0.012166
582.472119,0.012467
582.587436,0.012997
582.702752,0.012263
582.818069,0.004138
582.933385,0.005919
583.048701,0.008144
583.164018,0.012234
583.279334,0.014822
583.394651,0.016624
583.509967,0.018567
583.625284,0.021200
583.740600,0.022187
583.855916,0.022715
583.971233,0.024085
584.086549,0.024997
584.201866,0.026451
584.317182,0.027657
584.432498,0.028928
584.547815,0.030156
584.663131,0.029811
584.778448,0.030255
584.893764,0.030081
585.009081,0.030207
585.124397,0.029981
585.239713,0.029641
585.355030,0.028274
585.470346,0.029213
585.585663,0.028866
585.700979,0.029472
585.816296,0.028037
585.931612,0.030038
586.046928,0.026383
586.162245,0.025839
586.277561,0.025089
586.392878,0.026296
586.508194,0.024994
586.623511,0.024736
586.738827,0.023425
586.854143,0.021965
586.969460,0.020935
587.084776,0.019694
587.200093,0.018647
587.315409,0.016972
587.430726,0.016792
587.546042,0.016492
587.661358,0.014880
587.776675,0.014131
587.891991,0.012750
588.007308,0.011100
588.122624,0.009087
588.237941,0.007627
588.353257,0.006244
588.468573,0.003603
588.583890,0.002284
588.699206,0.011493
588.814523,0.013459
588.929839,0.013381
589.045155,0.011864
589.160472,0.011121
589.275788,0.012140
589.391105,0.011306
589.506421,0.011169
589.621738,0.011032
589.737054,0.011317
589.852370,0.011178
589.967687,0.011748
590.083003,0.011422
590.198320,0.011038
590.313636,0.009943
590.428953,0.007735
590.544269,0.007425
590.659585,0.007813
590.774902,0.006764
590.890218,0.006238
591.005535,0.005532
591.120851,0.005190
591.236168,0.004585
591.351484,0.002222
591.466800,0.002032
591.582117,0.001292
591.697433,0.001124
591.812750,0.000070
591.928066,0.002551
592.043383,0.005005
592.158699,0.005667
592.274015,0.004168
592.389332,0.004295
592.504648,0.005482
592.619965,0.005278
592.735281,0.005667
592.850597,0.004758
592.965914,0.005744
593.081230,0.005492
593.196547,0.006503
593.311863,0.005836
593.427180,0.005822
593.542496,0.006900
593.657812,0.006159
593.773129,0.006484
593.888445,0.006780
594.003762,0.007514
594.119078,0.007933
594.234395,0.008545
594.349711,0.009295
594.465027,0.008961
594.580344,0.008915
594.695660,0.008729
594.810977,0.009175
594.926293,0.008174
595.041610,0.008393
595.156926,0.008013
595.272242,0.008649
595.387559,0.008211
595.502875,0.008367
595.618192,0.008884
595.733508,0.009695
595.848825,0.008945
595.964141,0.008068
596.079457,0.008484
596.194774,0.008460
596.310090,0.008899
596.425407,0.008942
596.540723,0.008064
596.656039,0.008642
596.771356,0.008871
596.886672,0.007917
597.001989,0.007151
597.117305,0.007810
597.232622,0.007944
597.347938,0.007915
597.463254,0.007842
597.578571,0.008675
597.693887,0.008439
597.809204,0.007737
597.924520,0.007594
598.039837,0.004121
598.155153,0.004144
598.270469,0.004731
598.385786,0.004144
598.501102,0.004373
598.616419,0.004431
598.731735,0.006034
598.847052,0.005112
598.962368,0.006942
599.077684,0.006155
599.193001,0.007290
599.308317,0.007742
599.423634,0.007967
599.538950,0.008128
599.654267,0.008602
599.769583,0.010599
599.884899,0.011095
600.000216,0.011782
600.115532,0.010882
600.230849,0.009874
600.346165,0.011565
600.461481,0.011637
600.576798,0.011898
600.692114,0.013066
600.807431,0.015002
600.922747,0.000094
601.038064,0.002553
601.153380,0.006699
601.268696,0.009612
601.384013,0.012238
601.499329,0.014764
601.614646,0.017238
601.729962,0.020345
601.845279,0.023557
601.960595,0.025454
602.075911,0.027024
602.191228,0.028928
602.306544,0.030971
602.421861,0.032578
602.537177,0.033453
602.652494,0.034183
602.767810,0.035203
602.883126,0.036877
602.998443,0.036609
603.113759,0.037798
603.229076,0.037742
603.344392,0.038041
603.459709,0.037485
603.575025,0.035949
603.690341,0.035619
603.805658,0.034736
603.920974,0.038003
604.036291,0.039484
604.151607,0.037383
604.266923,0.037505
604.382240,0.037797
604.497556,0.038255
604.612873,0.037349
604.728189,0.037652
604.843506,0.037397
604.958822,0.038310
605.074138,0.037520
605.189455,0.037214
605.304771,0.037042
605.420088,0.036428
605.535404,0.035479
605.650721,0.033108
605.766037,0.031482
605.881353,0.029394
605.996670,0.028397
606.111986,0.025675
606.227303,0.023072
606.342619,0.020747
606.457936,0.016666
606.573252,0.010343
606.688568,0.006250
606.803885,0.022780
606.919201,0.023752
607.034518,0.021627
607.149834,0.022909
607.265151,0.023928
607.380467,0.023058
607.495783,0.022123
607.611100,0.020822
607.726416,0.020216
607.841733,0.016990
607.957049,0.017067
608.072366,0.018070
608.187682,0.017722
608.302998,0.017693
608.418315,0.017563
608.533631,0.016900
608.648948,0.016792
608.764264,0.014233
608.879580,0.014418
608.994897,0.014386
609.110213,0.015107
609.225530,0.012303
609.340846,0.012609
609.456163,0.014491
609.571479,0.014453
609.686795,0.013651
609.802112,0.012358
609.917428,0.012346
