Type: excitation
Name: Lumencor-YFP  (LED)
wavelength,intensity
420.15689772,0.00297749
420.26930655,0.00236404
420.38172117,0.00340807
420.49414159,0.00092153
420.60656781,0.00453252
420.71899981,0.00249478
420.83143761,0.00312624
420.94388119,0.00244804
421.05633055,0.00296930
421.16878570,0.00236171
421.28124662,0.00303035
421.39371332,0.00235310
421.50618579,0.00314704
421.61866403,0.00249177
421.73114804,0.00293262
421.84363782,0.00239726
421.95613336,0.00292910
422.06863466,0.00243911
422.18114172,0.00300436
422.29365454,0.00241738
422.40617310,0.00297611
422.51869742,0.00239891
422.63122749,0.00284581
422.74376331,0.00228878
422.85630486,0.00299643
422.96885216,0.00256938
423.08140520,0.00313981
423.19396397,0.00114532
423.30652847,0.00433184
423.41909871,0.00222186
423.53167468,0.00300230
423.64425637,0.00244616
423.75684378,0.00296018
423.86943691,0.00229390
423.98203577,0.00313374
424.09464034,0.00234345
424.20725062,0.00289399
424.31986661,0.00228267
424.43248831,0.00296393
424.54511572,0.00236922
424.65774883,0.00294479
424.77038764,0.00245857
424.88303215,0.00304814
424.99568235,0.00233973
425.10833825,0.00295764
425.22099984,0.00243260
425.33366712,0.00309094
425.44634008,0.00242884
425.55901873,0.00304791
425.67170306,0.00230464
425.78439306,0.00319480
425.89708874,0.00105647
426.00979010,0.00432180
426.12249712,0.00227426
426.23520982,0.00292139
426.34792818,0.00239822
426.46065220,0.00291836
426.57338188,0.00224267
426.68611722,0.00302358
426.79885822,0.00211712
426.91160487,0.00289869
427.02435717,0.00240077
427.13711512,0.00293754
427.24987872,0.00231985
427.36264796,0.00286126
427.47542284,0.00222467
427.58820336,0.00302939
427.70098951,0.00222723
427.81378130,0.00306825
427.92657871,0.00233505
428.03938176,0.00277311
428.15219043,0.00235823
428.26500473,0.00278694
428.37782464,0.00231613
428.49065017,0.00310401
428.60348132,0.00083055
428.71631809,0.00412722
428.82916046,0.00230160
428.94200844,0.00289867
429.05486203,0.00226092
429.16772122,0.00295480
429.28058601,0.00230561
429.39345640,0.00290736
429.50633238,0.00242394
429.61921396,0.00298499
429.73210113,0.00228453
429.84499389,0.00291249
429.95789223,0.00216503
430.07079616,0.00285008
430.18370567,0.00235959
430.29662075,0.00272023
430.40954141,0.00232174
430.52246765,0.00298776
430.63539945,0.00224594
430.74833682,0.00229316
430.86127976,0.00306847
430.97422826,0.00232990
431.08718233,0.00320040
431.20014195,0.00082773
431.31310712,0.00418804
431.42607785,0.00217322
431.53905413,0.00273100
431.65203596,0.00232454
431.76502333,0.00293239
431.87801625,0.00210026
431.99101471,0.00283111
432.10401870,0.00232876
432.21702824,0.00288910
432.33004330,0.00228597
432.44306390,0.00280936
432.55609002,0.00221740
432.66912167,0.00285803
432.78215884,0.00237579
432.89520153,0.00290660
433.00824974,0.00225040
433.12130347,0.00276515
433.23436271,0.00223358
433.34742746,0.00272145
433.46049772,0.00223706
433.57357348,0.00280260
433.68665475,0.00233040
433.79974152,0.00306426
433.91283379,0.00074099
434.02593155,0.00416744
434.13903480,0.00219099
434.25214355,0.00260514
434.36525778,0.00215195
434.47837750,0.00296720
434.59150270,0.00201439
434.70463339,0.00275367
